,param_logreg__C,param_logreg__class_weight,param_logreg__max_iter,param_logreg__penalty,param_logreg__solver,param_logreg__tol,mean_test_score,std_test_score,name
650,0.0001,balanced,10000,l2,sag,0.0001,0.5580176767676768,0.0038057239578539277,no_smote_logreg
651,0.0001,balanced,10000,l2,sag,0.001,0.5544191919191919,0.005160402947902906,no_smote_logreg
652,0.0001,balanced,10000,l2,sag,0.01,0.5545454545454546,0.005954532008411362,no_smote_logreg
653,0.0001,balanced,10000,l2,sag,0.1,0.5531565656565657,0.006968443888557978,no_smote_logreg
654,0.0001,balanced,10000,l2,sag,1,0.5613846801346801,0.009362136997868876,no_smote_logreg
655,0.0001,balanced,10000,l2,saga,0.0001,0.5569654882154882,0.003916403531543534,no_smote_logreg
656,0.0001,balanced,10000,l2,saga,0.001,0.5553451178451179,0.004748623807262072,no_smote_logreg
657,0.0001,balanced,10000,l2,saga,0.01,0.5554924242424242,0.005000542007149704,no_smote_logreg
658,0.0001,balanced,10000,l2,saga,0.1,0.5656776094276095,0.009515741035231026,no_smote_logreg
659,0.0001,balanced,10000,l2,saga,1,0.5611742424242425,0.007389510538599175,no_smote_logreg
660,0.0001,balanced,10000,l1,liblinear,0.0001,0.5432449494949495,0.0,no_smote_logreg
661,0.0001,balanced,10000,l1,liblinear,0.001,0.5432449494949495,0.0,no_smote_logreg
662,0.0001,balanced,10000,l1,liblinear,0.01,0.5432449494949495,0.0,no_smote_logreg
663,0.0001,balanced,10000,l1,liblinear,0.1,0.5432449494949495,0.0,no_smote_logreg
664,0.0001,balanced,10000,l1,liblinear,1,0.5432449494949495,0.0,no_smote_logreg
685,0.0001,balanced,10000,l1,saga,0.0001,0.35498737373737377,0.23056750040970445,no_smote_logreg
686,0.0001,balanced,10000,l1,saga,0.001,0.32316919191919186,0.21267564852100299,no_smote_logreg
687,0.0001,balanced,10000,l1,saga,0.01,0.2595328282828283,0.15262919041205789,no_smote_logreg
688,0.0001,balanced,10000,l1,saga,0.1,0.2595328282828283,0.15262919041205789,no_smote_logreg
689,0.0001,balanced,10000,l1,saga,1,0.29135101010101006,0.18781825607232538,no_smote_logreg
725,0.0001,"{0: 1, 1: 2, 2: 1}",100,,lbfgs,0.0001,0.7358375420875422,0.005689840327547569,no_smote_logreg
726,0.0001,"{0: 1, 1: 2, 2: 1}",100,,lbfgs,0.001,0.7358375420875422,0.005689840327547569,no_smote_logreg
727,0.0001,"{0: 1, 1: 2, 2: 1}",100,,lbfgs,0.01,0.7358375420875422,0.005689840327547569,no_smote_logreg
728,0.0001,"{0: 1, 1: 2, 2: 1}",100,,lbfgs,0.1,0.7358375420875422,0.005689840327547569,no_smote_logreg
729,0.0001,"{0: 1, 1: 2, 2: 1}",100,,lbfgs,1,0.7358375420875422,0.005689840327547569,no_smote_logreg
740,0.0001,"{0: 1, 1: 2, 2: 1}",100,,sag,0.0001,0.7380892255892256,0.005420313353130712,no_smote_logreg
741,0.0001,"{0: 1, 1: 2, 2: 1}",100,,sag,0.001,0.7381102693602694,0.005384492030280294,no_smote_logreg
742,0.0001,"{0: 1, 1: 2, 2: 1}",100,,sag,0.01,0.735479797979798,0.004401117438872057,no_smote_logreg
743,0.0001,"{0: 1, 1: 2, 2: 1}",100,,sag,0.1,0.7269570707070707,0.00354511039414803,no_smote_logreg
744,0.0001,"{0: 1, 1: 2, 2: 1}",100,,sag,1,0.7120791245791246,0.0037700666122152766,no_smote_logreg
745,0.0001,"{0: 1, 1: 2, 2: 1}",100,,saga,0.0001,0.7379629629629629,0.004038869307283969,no_smote_logreg
746,0.0001,"{0: 1, 1: 2, 2: 1}",100,,saga,0.001,0.7378577441077441,0.003930512269007995,no_smote_logreg
747,0.0001,"{0: 1, 1: 2, 2: 1}",100,,saga,0.01,0.732723063973064,0.003674775108813151,no_smote_logreg
748,0.0001,"{0: 1, 1: 2, 2: 1}",100,,saga,0.1,0.7256734006734007,0.003197268440287641,no_smote_logreg
749,0.0001,"{0: 1, 1: 2, 2: 1}",100,,saga,1,0.7132575757575758,0.0025612958049369893,no_smote_logreg
750,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,liblinear,0.0001,0.6742003367003366,0.0030557700437653483,no_smote_logreg
751,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,liblinear,0.001,0.6742424242424242,0.0030166816470604926,no_smote_logreg
752,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,liblinear,0.01,0.6738846801346801,0.0028604051073310055,no_smote_logreg
753,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,liblinear,0.1,0.6738846801346801,0.0028604051073310055,no_smote_logreg
754,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,liblinear,1,0.6743686868686869,0.0031371456487515608,no_smote_logreg
755,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,lbfgs,0.0001,0.685563973063973,0.002899614790090964,no_smote_logreg
756,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,lbfgs,0.001,0.685563973063973,0.002899614790090964,no_smote_logreg
757,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,lbfgs,0.01,0.685563973063973,0.002899614790090964,no_smote_logreg
758,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,lbfgs,0.1,0.685563973063973,0.002899614790090964,no_smote_logreg
759,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,lbfgs,1,0.6855639730639731,0.002944323641816957,no_smote_logreg
765,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,newton-cholesky,0.0001,0.671969696969697,0.002751508270821743,no_smote_logreg
766,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,newton-cholesky,0.001,0.6720117845117846,0.002791295798311656,no_smote_logreg
767,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,newton-cholesky,0.01,0.6720117845117846,0.002791295798311656,no_smote_logreg
768,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,newton-cholesky,0.1,0.6741792929292929,0.0027523128760004504,no_smote_logreg
769,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,newton-cholesky,1,0.6741792929292929,0.0027523128760004504,no_smote_logreg
770,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,sag,0.0001,0.6858164983164983,0.0029960595581169083,no_smote_logreg
771,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,sag,0.001,0.685837542087542,0.0029793104853374783,no_smote_logreg
772,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,sag,0.01,0.6865530303030303,0.002580759211575063,no_smote_logreg
773,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,sag,0.1,0.6870580808080808,0.0027537605728881584,no_smote_logreg
774,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,sag,1,0.6893097643097643,0.00279763461832522,no_smote_logreg
775,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,saga,0.0001,0.6859006734006734,0.003105222163806716,no_smote_logreg
776,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,saga,0.001,0.6863425925925926,0.002781442078581582,no_smote_logreg
777,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,saga,0.01,0.686574074074074,0.002653017852203368,no_smote_logreg
778,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,saga,0.1,0.6915824915824915,0.002941163445844699,no_smote_logreg
779,0.0001,"{0: 1, 1: 2, 2: 1}",100,l2,saga,1,0.6950336700336701,0.0022157002421237387,no_smote_logreg
780,0.0001,"{0: 1, 1: 2, 2: 1}",100,l1,liblinear,0.0001,0.5432449494949495,0.0,no_smote_logreg
781,0.0001,"{0: 1, 1: 2, 2: 1}",100,l1,liblinear,0.001,0.5432449494949495,0.0,no_smote_logreg
782,0.0001,"{0: 1, 1: 2, 2: 1}",100,l1,liblinear,0.01,0.5432449494949495,0.0,no_smote_logreg
783,0.0001,"{0: 1, 1: 2, 2: 1}",100,l1,liblinear,0.1,0.5432449494949495,0.0,no_smote_logreg
784,0.0001,"{0: 1, 1: 2, 2: 1}",100,l1,liblinear,1,0.5432449494949495,0.0,no_smote_logreg
805,0.0001,"{0: 1, 1: 2, 2: 1}",100,l1,saga,0.0001,0.5432449494949495,0.0,no_smote_logreg
806,0.0001,"{0: 1, 1: 2, 2: 1}",100,l1,saga,0.001,0.5432449494949495,0.0,no_smote_logreg
807,0.0001,"{0: 1, 1: 2, 2: 1}",100,l1,saga,0.01,0.5432449494949495,0.0,no_smote_logreg
808,0.0001,"{0: 1, 1: 2, 2: 1}",100,l1,saga,0.1,0.5432449494949495,0.0,no_smote_logreg
809,0.0001,"{0: 1, 1: 2, 2: 1}",100,l1,saga,1,0.5432449494949495,0.0,no_smote_logreg
845,0.0001,"{0: 1, 1: 2, 2: 1}",1000,,lbfgs,0.0001,0.7367845117845118,0.00498990367575675,no_smote_logreg
846,0.0001,"{0: 1, 1: 2, 2: 1}",1000,,lbfgs,0.001,0.7367845117845118,0.00498990367575675,no_smote_logreg
847,0.0001,"{0: 1, 1: 2, 2: 1}",1000,,lbfgs,0.01,0.7367845117845118,0.00498990367575675,no_smote_logreg
848,0.0001,"{0: 1, 1: 2, 2: 1}",1000,,lbfgs,0.1,0.7367845117845118,0.00498990367575675,no_smote_logreg
849,0.0001,"{0: 1, 1: 2, 2: 1}",1000,,lbfgs,1,0.7367213804713805,0.004998238956840934,no_smote_logreg
860,0.0001,"{0: 1, 1: 2, 2: 1}",1000,,sag,0.0001,0.7369107744107743,0.005152330017416729,no_smote_logreg
861,0.0001,"{0: 1, 1: 2, 2: 1}",1000,,sag,0.001,0.7365319865319866,0.005321203695175119,no_smote_logreg
862,0.0001,"{0: 1, 1: 2, 2: 1}",1000,,sag,0.01,0.7353745791245792,0.004369813923372858,no_smote_logreg
863,0.0001,"{0: 1, 1: 2, 2: 1}",1000,,sag,0.1,0.7276725589225589,0.004153360210260526,no_smote_logreg
864,0.0001,"{0: 1, 1: 2, 2: 1}",1000,,sag,1,0.7102272727272727,0.004571877311111223,no_smote_logreg
865,0.0001,"{0: 1, 1: 2, 2: 1}",1000,,saga,0.0001,0.7366372053872053,0.0050811012069232634,no_smote_logreg
866,0.0001,"{0: 1, 1: 2, 2: 1}",1000,,saga,0.001,0.7370580808080809,0.005402145476849052,no_smote_logreg
867,0.0001,"{0: 1, 1: 2, 2: 1}",1000,,saga,0.01,0.7327020202020201,0.003747682343347452,no_smote_logreg
868,0.0001,"{0: 1, 1: 2, 2: 1}",1000,,saga,0.1,0.7256734006734007,0.0030563496663130033,no_smote_logreg
869,0.0001,"{0: 1, 1: 2, 2: 1}",1000,,saga,1,0.7144781144781144,0.0016644545398388005,no_smote_logreg
870,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,liblinear,0.0001,0.6742003367003366,0.0030557700437653483,no_smote_logreg
871,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,liblinear,0.001,0.6742424242424242,0.0030166816470604926,no_smote_logreg
872,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,liblinear,0.01,0.6738846801346801,0.0028604051073310055,no_smote_logreg
873,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,liblinear,0.1,0.6738846801346801,0.0028604051073310055,no_smote_logreg
874,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,liblinear,1,0.6743686868686869,0.0031371456487515608,no_smote_logreg
875,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,lbfgs,0.0001,0.685563973063973,0.002899614790090964,no_smote_logreg
876,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,lbfgs,0.001,0.685563973063973,0.002899614790090964,no_smote_logreg
877,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,lbfgs,0.01,0.685563973063973,0.002899614790090964,no_smote_logreg
878,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,lbfgs,0.1,0.685563973063973,0.002899614790090964,no_smote_logreg
879,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,lbfgs,1,0.6855639730639731,0.002944323641816957,no_smote_logreg
885,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,newton-cholesky,0.0001,0.671969696969697,0.002751508270821743,no_smote_logreg
886,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,newton-cholesky,0.001,0.6720117845117846,0.002791295798311656,no_smote_logreg
887,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,newton-cholesky,0.01,0.6720117845117846,0.002791295798311656,no_smote_logreg
888,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,newton-cholesky,0.1,0.6741792929292929,0.0027523128760004504,no_smote_logreg
889,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,newton-cholesky,1,0.6741792929292929,0.0027523128760004504,no_smote_logreg
890,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,sag,0.0001,0.685563973063973,0.002899614790090964,no_smote_logreg
891,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,sag,0.001,0.6855429292929293,0.0028363069095436893,no_smote_logreg
892,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,sag,0.01,0.6865951178451178,0.0026764500160916882,no_smote_logreg
893,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,sag,0.1,0.6873737373737374,0.0015282472773876267,no_smote_logreg
894,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,sag,1,0.6871632996632997,0.00375936235630289,no_smote_logreg
895,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,saga,0.0001,0.6855008417508418,0.002850634929323247,no_smote_logreg
896,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,saga,0.001,0.6863846801346801,0.0026068807490659783,no_smote_logreg
897,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,saga,0.01,0.6864057239057239,0.0028596309158784683,no_smote_logreg
898,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,saga,0.1,0.691456228956229,0.002224675974141836,no_smote_logreg
899,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l2,saga,1,0.6958122895622896,0.00299310194677595,no_smote_logreg
900,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l1,liblinear,0.0001,0.5432449494949495,0.0,no_smote_logreg
901,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l1,liblinear,0.001,0.5432449494949495,0.0,no_smote_logreg
902,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l1,liblinear,0.01,0.5432449494949495,0.0,no_smote_logreg
903,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l1,liblinear,0.1,0.5432449494949495,0.0,no_smote_logreg
904,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l1,liblinear,1,0.5432449494949495,0.0,no_smote_logreg
925,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,0.0001,0.5432449494949495,0.0,no_smote_logreg
926,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,0.001,0.5432449494949495,0.0,no_smote_logreg
927,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,0.01,0.5432449494949495,0.0,no_smote_logreg
928,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,0.1,0.5432449494949495,0.0,no_smote_logreg
929,0.0001,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,1,0.5432449494949495,0.0,no_smote_logreg
965,0.0001,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,0.0001,0.7367424242424242,0.004974081578203391,no_smote_logreg
966,0.0001,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,0.001,0.7367424242424242,0.004974081578203391,no_smote_logreg
967,0.0001,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,0.01,0.7367424242424242,0.004974081578203391,no_smote_logreg
968,0.0001,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,0.1,0.7367424242424242,0.004974081578203391,no_smote_logreg
969,0.0001,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,1,0.7367213804713805,0.004998238956840934,no_smote_logreg
980,0.0001,"{0: 1, 1: 2, 2: 1}",10000,,sag,0.0001,0.7368476430976431,0.0050033750753319004,no_smote_logreg
981,0.0001,"{0: 1, 1: 2, 2: 1}",10000,,sag,0.001,0.7365109427609429,0.005282531462091222,no_smote_logreg
982,0.0001,"{0: 1, 1: 2, 2: 1}",10000,,sag,0.01,0.7351010101010101,0.004225346083390666,no_smote_logreg
983,0.0001,"{0: 1, 1: 2, 2: 1}",10000,,sag,0.1,0.728030303030303,0.0035453602169449104,no_smote_logreg
984,0.0001,"{0: 1, 1: 2, 2: 1}",10000,,sag,1,0.7122895622895624,0.003718619528771954,no_smote_logreg
985,0.0001,"{0: 1, 1: 2, 2: 1}",10000,,saga,0.0001,0.7368265993265993,0.005020339910758403,no_smote_logreg
986,0.0001,"{0: 1, 1: 2, 2: 1}",10000,,saga,0.001,0.7369739057239058,0.005347105863229611,no_smote_logreg
987,0.0001,"{0: 1, 1: 2, 2: 1}",10000,,saga,0.01,0.7326809764309764,0.0036773049088893576,no_smote_logreg
988,0.0001,"{0: 1, 1: 2, 2: 1}",10000,,saga,0.1,0.7256313131313131,0.0021007966172943517,no_smote_logreg
989,0.0001,"{0: 1, 1: 2, 2: 1}",10000,,saga,1,0.7136153198653199,0.001766173001545236,no_smote_logreg
990,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,0.0001,0.6742003367003366,0.0030557700437653483,no_smote_logreg
991,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,0.001,0.6742424242424242,0.0030166816470604926,no_smote_logreg
992,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,0.01,0.6738846801346801,0.0028604051073310055,no_smote_logreg
993,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,0.1,0.6738846801346801,0.0028604051073310055,no_smote_logreg
994,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,1,0.6743686868686869,0.0031371456487515608,no_smote_logreg
995,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,0.0001,0.685563973063973,0.002899614790090964,no_smote_logreg
996,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,0.001,0.685563973063973,0.002899614790090964,no_smote_logreg
997,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,0.01,0.685563973063973,0.002899614790090964,no_smote_logreg
998,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,0.1,0.685563973063973,0.002899614790090964,no_smote_logreg
999,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,1,0.6855639730639731,0.002944323641816957,no_smote_logreg
1005,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,0.0001,0.671969696969697,0.002751508270821743,no_smote_logreg
1006,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,0.001,0.6720117845117846,0.002791295798311656,no_smote_logreg
1007,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,0.01,0.6720117845117846,0.002791295798311656,no_smote_logreg
1008,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,0.1,0.6741792929292929,0.0027523128760004504,no_smote_logreg
1009,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,1,0.6741792929292929,0.0027523128760004504,no_smote_logreg
1010,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,0.0001,0.685563973063973,0.002899614790090964,no_smote_logreg
1011,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,0.001,0.6855429292929293,0.0028363069095436893,no_smote_logreg
1012,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,0.01,0.6864057239057239,0.0026356010589168176,no_smote_logreg
1013,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,0.1,0.6869318181818181,0.001931676050902843,no_smote_logreg
1014,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,1,0.6877946127946128,0.003142786986968764,no_smote_logreg
1015,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,0.0001,0.6855008417508418,0.002896864456636409,no_smote_logreg
1016,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,0.001,0.6863636363636363,0.0027279091621378467,no_smote_logreg
1017,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,0.01,0.6862794612794614,0.0030105098529207733,no_smote_logreg
1018,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,0.1,0.6928661616161615,0.0022200929115998047,no_smote_logreg
1019,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,1,0.6946969696969697,0.0013856967704675325,no_smote_logreg
1020,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,0.0001,0.5432449494949495,0.0,no_smote_logreg
1021,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,0.001,0.5432449494949495,0.0,no_smote_logreg
1022,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,0.01,0.5432449494949495,0.0,no_smote_logreg
1023,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,0.1,0.5432449494949495,0.0,no_smote_logreg
1024,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,1,0.5432449494949495,0.0,no_smote_logreg
1045,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,0.0001,0.5432449494949495,0.0,no_smote_logreg
1046,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,0.001,0.5432449494949495,0.0,no_smote_logreg
1047,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,0.01,0.5432449494949495,0.0,no_smote_logreg
1048,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,0.1,0.5432449494949495,0.0,no_smote_logreg
1049,0.0001,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,1,0.5432449494949495,0.0,no_smote_logreg
1085,0.0001,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,0.0001,0.7229587542087541,0.005491980773407013,no_smote_logreg
1086,0.0001,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,0.001,0.7229587542087541,0.005491980773407013,no_smote_logreg
1087,0.0001,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,0.01,0.7229587542087541,0.005491980773407013,no_smote_logreg
1088,0.0001,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,0.1,0.7229587542087541,0.005491980773407013,no_smote_logreg
1089,0.0001,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,1,0.7229587542087541,0.005491980773407013,no_smote_logreg
1100,0.0001,"{0: 1, 1: 3, 2: 1}",100,,sag,0.0001,0.7228956228956228,0.005752537200103057,no_smote_logreg
1101,0.0001,"{0: 1, 1: 3, 2: 1}",100,,sag,0.001,0.7229166666666667,0.0057509973592916735,no_smote_logreg
1102,0.0001,"{0: 1, 1: 3, 2: 1}",100,,sag,0.01,0.7211489898989899,0.004463264281176239,no_smote_logreg
1103,0.0001,"{0: 1, 1: 3, 2: 1}",100,,sag,0.1,0.7186026936026936,0.003304341149224019,no_smote_logreg
1104,0.0001,"{0: 1, 1: 3, 2: 1}",100,,sag,1,0.7031776094276094,0.003134745005784286,no_smote_logreg
1105,0.0001,"{0: 1, 1: 3, 2: 1}",100,,saga,0.0001,0.7229587542087542,0.0038222115965119373,no_smote_logreg
1106,0.0001,"{0: 1, 1: 3, 2: 1}",100,,saga,0.001,0.7228535353535354,0.003930174252501278,no_smote_logreg
1107,0.0001,"{0: 1, 1: 3, 2: 1}",100,,saga,0.01,0.7220328282828283,0.003873654697631217,no_smote_logreg
1108,0.0001,"{0: 1, 1: 3, 2: 1}",100,,saga,0.1,0.7160563973063973,0.0016617918369023022,no_smote_logreg
1109,0.0001,"{0: 1, 1: 3, 2: 1}",100,,saga,1,0.7041245791245792,0.0028830734340577822,no_smote_logreg
1110,0.0001,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,0.0001,0.6742003367003366,0.0030557700437653483,no_smote_logreg
1111,0.0001,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,0.001,0.6742424242424242,0.0030166816470604926,no_smote_logreg
1112,0.0001,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,0.01,0.6738846801346801,0.0028604051073310055,no_smote_logreg
1113,0.0001,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,0.1,0.6738846801346801,0.0028604051073310055,no_smote_logreg
1114,0.0001,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,1,0.6743686868686869,0.0031371456487515608,no_smote_logreg
1115,0.0001,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,0.0001,0.685942760942761,0.0031215794008061484,no_smote_logreg
1116,0.0001,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,0.001,0.685942760942761,0.0031215794008061484,no_smote_logreg
1117,0.0001,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,0.01,0.685942760942761,0.0031215794008061484,no_smote_logreg
1118,0.0001,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,0.1,0.685942760942761,0.0031215794008061484,no_smote_logreg
